Feature Table,Row Count,Year Coverage,State Count,Missing Value Count,Preparation Decision
fertility_features_df,359,"2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",16,0,Used current-year TFR only; no fertility lag features created
