Model Name,Baseline Group,MAE,RMSE,R2,Median_AE,MAE Rank,RMSE Rank,R2 Rank
historical_state_stage_sex_mean_baseline,Additional rule baseline,2.6012575520833328,3.2999924892305237,-0.8968801101490174,1.9412499999999966,1,1,1
training_mean_baseline,Core baseline,2.7124119900173604,3.304518311952839,-0.9020866856819207,2.3038361979166666,2,2,2
stage_sex_mean_baseline,Additional rule baseline,2.807619628906252,3.393252243617668,-1.0056089995823263,2.4742398437499986,3,3,3
rolling2_completion_mean_baseline,Additional rule baseline,2.8484374999999993,3.600090421318146,-1.2575677764427775,2.2249999999999943,4,4,4
persistence_baseline,Core baseline,3.0437500000000006,5.232610088028089,-3.7692570262793357,1.7000000000000028,5,7,7
selected_rf,Random Forest (selected),3.179469333608646,3.849186402161396,-1.580785236848035,2.7302460331631764,6,5,5
ridge_benchmark,Ridge benchmark,3.509917517788729,4.521961917885593,-2.56178565960714,2.715863166265599,7,6,6
previous_year_trend_baseline,Additional rule baseline,5.638541666666669,9.529772426453844,-14.819000481393761,3.6499999999999986,8,8,8
