Selected Feature Set,Selected Candidate,n_estimators,max_depth,min_samples_leaf,Validation MAE,Validation RMSE,Validation R2,Validation Median_AE,Validation Std MAE,Fold Count,Numeric Feature Count,Categorical Feature Count,Selected Feature List,Selection Note
autoregressive_categorical_education,rf_n100_dNone_leaf5,100,,5,2.6809991522228813,4.386419113514766,-0.08302360570509104,1.6716539051717092,0.36412612483191104,3,17,3,"state, stage, sex, completion_rate, completion_gap_from_malaysia, lag1_completion_rate, lag1_completion_gap_from_malaysia, completion_rate_change_1y, gap_change_1y, rolling2_completion_mean, rolling2_gap_mean, schools_total, students_total, teachers_total, students_per_teacher, students_per_school, teachers_per_school, schools_growth_1y, students_growth_1y, teachers_growth_1y",Selected using training-period validation only; held-out test target was not used.
