Test Row Count,Mean Actual Target,Mean Predicted Target,Mean Residual,Median Residual,Residual Standard Deviation,Minimum Residual,Maximum Residual,MAE,RMSE,Median Absolute Error,Underprediction Percentage,Overprediction Percentage,Within 1 Percentage Point,Within 2 Percentage Points,Within 5 Percentage Points,Bias Direction,Residual Sign Convention
96,99.471875,96.71070061555122,2.7611743844487653,2.5736731648896765,2.695896667190079,-3.5071647593600233,9.697541440928532,3.179469333608646,3.849186402161396,2.7302460331631764,84.375,15.625,15.625,34.375,78.125,Underprediction bias,Residual = actual minus predicted; positive means underprediction.
