Model,Feature Set,Candidate,n_estimators,max_depth,min_samples_leaf,Test MAE,Test RMSE,Test R2,Test Median_AE,Bias Direction,Within 1pp %,Within 2pp %,Within 5pp %
Random Forest (selected_rf),autoregressive_categorical_education,rf_n100_dNone_leaf5,100,None,5,3.179469333608646,3.849186402161396,-1.580785236848035,2.7302460331631764,Underprediction bias,15.625,34.375,78.125
