Model Name,Model Type,Selected Feature Set,Selected Candidate Name,n_estimators,max_depth,min_samples_leaf,Train Row Count,Test Row Count,Test Year,MAE,RMSE,R2,Median_AE
selected_rf,Random Forest,autoregressive_categorical_education,rf_n100_dNone_leaf5,100,,5,384,96,2021,3.179469333608646,3.849186402161396,-1.580785236848035,2.7302460331631764
