state,stage,sex,completion_rate,year,malaysia_completion_rate,completion_gap_from_malaysia,next_year_completion_rate,next_year_completion_gap_from_malaysia,target_year,target_delta,lag1_completion_rate,lag1_completion_gap_from_malaysia,completion_rate_change_1y,gap_change_1y,rolling2_completion_mean,rolling2_gap_mean,schools_total,students_total,teachers_total,students_per_teacher,students_per_school,teachers_per_school,schools_growth_1y,students_growth_1y,teachers_growth_1y,tfr,total_state_population,same_sex_total_population,same_sex_school_age_population,same_sex_school_age_share,log_population_total,is_federal_territory,is_small_population_state,households,living_quarters,households_per_living_quarter,living_quarters_per_household,log_households,income_mean,income_median,income_data_age,poverty_absolute,poverty_hardcore,poverty_relative,poverty_data_age
Selangor,secondary_lower,female,98.4,2022,99.0,-0.5999999999999943,,,2023,,101.5,1.7000000000000028,-3.0999999999999943,-2.299999999999997,99.85,1.0500000000000043,,,,,,,,,,1.46,7050.3,3326.0,738.4,0.10473313192346424,8.860967275970367,0,0,1952800,2227500,0.8766778900112233,1.1406698074559607,14.484775310145967,12233.0,9983.0,6,1.5,0.0,14.2,6
Selangor,secondary_lower,male,97.7,2022,99.0,-1.2999999999999972,,,2023,,102.1,2.299999999999997,-4.3999999999999915,-3.5999999999999943,99.0,0.20000000000000284,,,,,,,,,,1.46,7050.3,3724.3,789.0,0.11191013148376665,8.860967275970367,0,0,1952800,2227500,0.8766778900112233,1.1406698074559607,14.484775310145967,12233.0,9983.0,6,1.5,0.0,14.2,6
Selangor,secondary_upper,female,99.6,2022,99.2,0.3999999999999915,,,2023,,96.1,-1.7000000000000028,3.5,2.0999999999999943,94.8,-0.5,,,,,,,,,,1.46,7050.3,3326.0,738.4,0.10473313192346424,8.860967275970367,0,0,1952800,2227500,0.8766778900112233,1.1406698074559607,14.484775310145967,12233.0,9983.0,6,1.5,0.0,14.2,6
Selangor,secondary_upper,male,98.9,2022,99.2,-0.29999999999999716,,,2023,,95.0,-2.799999999999997,3.9000000000000057,2.5,93.7,-1.5999999999999943,,,,,,,,,,1.46,7050.3,3724.3,789.0,0.11191013148376665,8.860967275970367,0,0,1952800,2227500,0.8766778900112233,1.1406698074559607,14.484775310145967,12233.0,9983.0,6,1.5,0.0,14.2,6
Terengganu,primary,female,104.6,2022,99.3,5.299999999999997,,,2023,,104.4,5.400000000000006,0.19999999999998863,-0.10000000000000853,103.15,4.450000000000003,352.0,134557.0,11968.0,11.243064839572192,382.26420454545456,34.0,0.0,0.012932948908076725,0.020115922263893582,2.88,1186.6,579.5,161.0,0.1356817798752739,7.079689742889605,0,0,298600,331700,0.9002110340669279,1.1108506363027462,12.606863513043441,7248.0,5878.0,6,6.2,0.2,6.9,6
Terengganu,primary,male,103.1,2022,99.3,3.799999999999997,,,2023,,102.9,3.9000000000000057,0.19999999999998863,-0.10000000000000853,100.95,2.25,352.0,134557.0,11968.0,11.243064839572192,382.26420454545456,34.0,0.0,0.012932948908076725,0.020115922263893582,2.88,1186.6,607.1,170.4,0.1436035732344514,7.079689742889605,0,0,298600,331700,0.9002110340669279,1.1108506363027462,12.606863513043441,7248.0,5878.0,6,6.2,0.2,6.9,6
Terengganu,secondary_lower,female,99.9,2022,99.0,0.9000000000000057,,,2023,,99.0,-0.7999999999999972,0.9000000000000057,1.7000000000000028,99.45,0.6500000000000057,,,,,,,,,,2.88,1186.6,579.5,161.0,0.1356817798752739,7.079689742889605,0,0,298600,331700,0.9002110340669279,1.1108506363027462,12.606863513043441,7248.0,5878.0,6,6.2,0.2,6.9,6
Terengganu,secondary_lower,male,99.6,2022,99.0,0.5999999999999943,,,2023,,99.1,-0.7000000000000028,0.5,1.2999999999999972,99.15,0.3500000000000014,,,,,,,,,,2.88,1186.6,607.1,170.4,0.1436035732344514,7.079689742889605,0,0,298600,331700,0.9002110340669279,1.1108506363027462,12.606863513043441,7248.0,5878.0,6,6.2,0.2,6.9,6
Terengganu,secondary_upper,female,99.1,2022,99.2,-0.10000000000000853,,,2023,,100.0,2.200000000000003,-0.9000000000000057,-2.3000000000000114,98.65,3.3500000000000014,,,,,,,,,,2.88,1186.6,579.5,161.0,0.1356817798752739,7.079689742889605,0,0,298600,331700,0.9002110340669279,1.1108506363027462,12.606863513043441,7248.0,5878.0,6,6.2,0.2,6.9,6
Terengganu,secondary_upper,male,98.8,2022,99.2,-0.4000000000000057,,,2023,,100.9,3.1000000000000085,-2.1000000000000085,-3.500000000000014,97.9,2.6000000000000085,,,,,,,,,,2.88,1186.6,607.1,170.4,0.1436035732344514,7.079689742889605,0,0,298600,331700,0.9002110340669279,1.1108506363027462,12.606863513043441,7248.0,5878.0,6,6.2,0.2,6.9,6
W.P. Kuala Lumpur,primary,female,94.6,2022,99.3,-4.700000000000003,,,2023,,96.8,-2.200000000000003,-2.200000000000003,-2.5,94.94999999999999,-3.750000000000007,188.0,133531.0,8644.0,15.447825080981028,710.2712765957447,45.97872340425532,-0.010526315789473717,0.0021238592699328596,-0.0401954252720409,1.19,1961.2,920.3,194.1,0.0989700183561085,7.58182157172929,1,0,609800,673500,0.9054194506310319,1.1044604788455232,13.320887953416875,13325.0,10234.0,6,1.4,0.0,12.7,6
W.P. Kuala Lumpur,primary,male,92.9,2022,99.3,-6.3999999999999915,,,2023,,92.4,-6.599999999999994,0.5,0.20000000000000284,92.0,-6.700000000000003,188.0,133531.0,8644.0,15.447825080981028,710.2712765957447,45.97872340425532,-0.010526315789473717,0.0021238592699328596,-0.0401954252720409,1.19,1961.2,1040.8,213.10000000000002,0.10865796451152357,7.58182157172929,1,0,609800,673500,0.9054194506310319,1.1044604788455232,13.320887953416875,13325.0,10234.0,6,1.4,0.0,12.7,6
W.P. Kuala Lumpur,secondary_lower,female,96.4,2022,99.0,-2.5999999999999943,,,2023,,98.7,-1.0999999999999943,-2.299999999999997,-1.5,98.35,-0.44999999999999574,,,,,,,,,,1.19,1961.2,920.3,194.1,0.0989700183561085,7.58182157172929,1,0,609800,673500,0.9054194506310319,1.1044604788455232,13.320887953416875,13325.0,10234.0,6,1.4,0.0,12.7,6
W.P. Kuala Lumpur,secondary_lower,male,96.5,2022,99.0,-2.5,,,2023,,97.2,-2.5999999999999943,-0.7000000000000028,0.09999999999999432,96.05000000000001,-2.749999999999993,,,,,,,,,,1.19,1961.2,1040.8,213.10000000000002,0.10865796451152357,7.58182157172929,1,0,609800,673500,0.9054194506310319,1.1044604788455232,13.320887953416875,13325.0,10234.0,6,1.4,0.0,12.7,6
W.P. Kuala Lumpur,secondary_upper,female,98.1,2022,99.2,-1.1000000000000085,,,2023,,94.9,-2.8999999999999915,3.1999999999999886,1.799999999999983,87.80000000000001,-7.499999999999993,,,,,,,,,,1.19,1961.2,920.3,194.1,0.0989700183561085,7.58182157172929,1,0,609800,673500,0.9054194506310319,1.1044604788455232,13.320887953416875,13325.0,10234.0,6,1.4,0.0,12.7,6
W.P. Kuala Lumpur,secondary_upper,male,97.0,2022,99.2,-2.200000000000003,,,2023,,94.5,-3.299999999999997,2.5,1.0999999999999943,87.7,-7.599999999999994,,,,,,,,,,1.19,1961.2,1040.8,213.10000000000002,0.10865796451152357,7.58182157172929,1,0,609800,673500,0.9054194506310319,1.1044604788455232,13.320887953416875,13325.0,10234.0,6,1.4,0.0,12.7,6
W.P. Labuan,primary,female,93.9,2022,99.3,-5.3999999999999915,,,2023,,93.2,-5.799999999999997,0.7000000000000028,0.4000000000000057,95.0,-3.700000000000003,17.0,9925.0,705.0,14.078014184397164,583.8235294117648,41.470588235294116,0.0,0.006184103811841091,-0.049865229110512166,1.6,96.9,47.0,11.6,0.11971104231166149,4.583946549536464,1,1,25300,23600,1.0720338983050848,0.932806324110672,10.138599199626192,8250.0,6904.0,6,2.5,0.0,7.0,6
W.P. Labuan,primary,male,90.9,2022,99.3,-8.399999999999991,,,2023,,89.5,-9.5,1.4000000000000057,1.1000000000000085,90.55,-8.150000000000006,17.0,9925.0,705.0,14.078014184397164,583.8235294117648,41.470588235294116,0.0,0.006184103811841091,-0.049865229110512166,1.6,96.9,49.8,13.2,0.13622291021671826,4.583946549536464,1,1,25300,23600,1.0720338983050848,0.932806324110672,10.138599199626192,8250.0,6904.0,6,2.5,0.0,7.0,6
W.P. Labuan,secondary_lower,female,103.2,2022,99.0,4.200000000000003,,,2023,,98.2,-1.5999999999999943,5.0,5.799999999999997,101.45,2.6500000000000057,,,,,,,,,,1.6,96.9,47.0,11.6,0.11971104231166149,4.583946549536464,1,1,25300,23600,1.0720338983050848,0.932806324110672,10.138599199626192,8250.0,6904.0,6,2.5,0.0,7.0,6
W.P. Labuan,secondary_lower,male,102.5,2022,99.0,3.5,,,2023,,97.8,-2.0,4.700000000000003,5.5,100.5,1.7000000000000028,,,,,,,,,,1.6,96.9,49.8,13.2,0.13622291021671826,4.583946549536464,1,1,25300,23600,1.0720338983050848,0.932806324110672,10.138599199626192,8250.0,6904.0,6,2.5,0.0,7.0,6
W.P. Labuan,secondary_upper,female,99.5,2022,99.2,0.29999999999999716,,,2023,,95.0,-2.799999999999997,4.5,3.0999999999999943,95.15,-0.14999999999999858,,,,,,,,,,1.6,96.9,47.0,11.6,0.11971104231166149,4.583946549536464,1,1,25300,23600,1.0720338983050848,0.932806324110672,10.138599199626192,8250.0,6904.0,6,2.5,0.0,7.0,6
W.P. Labuan,secondary_upper,male,99.2,2022,99.2,0.0,,,2023,,97.0,-0.7999999999999972,2.200000000000003,0.7999999999999972,96.7,1.4000000000000057,,,,,,,,,,1.6,96.9,49.8,13.2,0.13622291021671826,4.583946549536464,1,1,25300,23600,1.0720338983050848,0.932806324110672,10.138599199626192,8250.0,6904.0,6,2.5,0.0,7.0,6
W.P. Putrajaya,primary,female,104.9,2022,99.3,5.6000000000000085,,,2023,,80.0,-19.0,24.900000000000006,24.60000000000001,92.15,-6.550000000000004,16.0,22503.0,1515.0,14.853465346534653,1406.4375,94.6875,0.0,0.04228809634089847,0.07752489331436707,1.76,117.0,59.4,19.2,0.1641025641025641,4.770684624465665,1,1,32200,41400,0.7777777777777778,1.2857142857142858,10.379752786950895,13473.0,10056.0,6,0.1,0.0,11.4,6
W.P. Putrajaya,primary,male,101.1,2022,99.3,1.7999999999999972,,,2023,,73.9,-25.099999999999994,27.19999999999999,26.89999999999999,86.30000000000001,-12.399999999999999,16.0,22503.0,1515.0,14.853465346534653,1406.4375,94.6875,0.0,0.04228809634089847,0.07752489331436707,1.76,117.0,57.6,20.5,0.1752136752136752,4.770684624465665,1,1,32200,41400,0.7777777777777778,1.2857142857142858,10.379752786950895,13473.0,10056.0,6,0.1,0.0,11.4,6
W.P. Putrajaya,secondary_lower,female,105.9,2022,99.0,6.900000000000006,,,2023,,97.2,-2.5999999999999943,8.700000000000003,9.5,102.75,3.950000000000003,,,,,,,,,,1.76,117.0,59.4,19.2,0.1641025641025641,4.770684624465665,1,1,32200,41400,0.7777777777777778,1.2857142857142858,10.379752786950895,13473.0,10056.0,6,0.1,0.0,11.4,6
W.P. Putrajaya,secondary_lower,male,100.9,2022,99.0,1.9000000000000057,,,2023,,97.8,-2.0,3.1000000000000085,3.9000000000000057,100.69999999999999,1.8999999999999986,,,,,,,,,,1.76,117.0,57.6,20.5,0.1752136752136752,4.770684624465665,1,1,32200,41400,0.7777777777777778,1.2857142857142858,10.379752786950895,13473.0,10056.0,6,0.1,0.0,11.4,6
W.P. Putrajaya,secondary_upper,female,99.1,2022,99.2,-0.10000000000000853,,,2023,,94.5,-3.299999999999997,4.599999999999994,3.1999999999999886,94.05,-1.25,,,,,,,,,,1.76,117.0,59.4,19.2,0.1641025641025641,4.770684624465665,1,1,32200,41400,0.7777777777777778,1.2857142857142858,10.379752786950895,13473.0,10056.0,6,0.1,0.0,11.4,6
W.P. Putrajaya,secondary_upper,male,104.0,2022,99.2,4.799999999999997,,,2023,,92.9,-4.8999999999999915,11.099999999999994,9.699999999999989,93.15,-2.1499999999999915,,,,,,,,,,1.76,117.0,57.6,20.5,0.1752136752136752,4.770684624465665,1,1,32200,41400,0.7777777777777778,1.2857142857142858,10.379752786950895,13473.0,10056.0,6,0.1,0.0,11.4,6
