state,stage,sex,completion_rate,year,malaysia_completion_rate,completion_gap_from_malaysia,next_year_completion_rate,next_year_completion_gap_from_malaysia,target_year,target_delta,lag1_completion_rate,lag1_completion_gap_from_malaysia,completion_rate_change_1y,gap_change_1y,rolling2_completion_mean,rolling2_gap_mean,schools_total,students_total,teachers_total,students_per_teacher,students_per_school,teachers_per_school,schools_growth_1y,students_growth_1y,teachers_growth_1y,tfr,total_state_population,same_sex_total_population,same_sex_school_age_population,same_sex_school_age_share,log_population_total,is_federal_territory,is_small_population_state,households,living_quarters,households_per_living_quarter,living_quarters_per_household,log_households,income_mean,income_median,income_data_age,poverty_absolute,poverty_hardcore,poverty_relative,poverty_data_age
Pulau Pinang,primary,male,96.6,2022,99.3,-2.700000000000003,,,2023,,91.6,-7.400000000000006,5.0,4.700000000000003,93.85,-4.8500000000000085,270.0,129598.0,10653.0,12.165399418004318,479.9925925925926,39.455555555555556,-0.0036900369003689537,-0.0062646168002147284,0.014088529271775396,1.17,1740.9,891.0,184.1,0.10574989947728186,7.462731750483416,0,0,519900,614100,0.8466047874938935,1.1811886901327178,13.161393687816775,8267.0,6502.0,6,2.0,0.1,15.3,6
Pulau Pinang,secondary_lower,female,99.7,2022,99.0,0.7000000000000028,,,2023,,97.9,-1.8999999999999915,1.7999999999999972,2.5999999999999943,98.5,-0.29999999999999716,,,,,,,,,,1.17,1740.9,849.9,165.2,0.09489344591877763,7.462731750483416,0,0,519900,614100,0.8466047874938935,1.1811886901327178,13.161393687816775,8267.0,6502.0,6,2.0,0.1,15.3,6
Pulau Pinang,secondary_lower,male,99.7,2022,99.0,0.7000000000000028,,,2023,,96.3,-3.5,3.4000000000000057,4.200000000000003,96.55,-2.25,,,,,,,,,,1.17,1740.9,891.0,184.1,0.10574989947728186,7.462731750483416,0,0,519900,614100,0.8466047874938935,1.1811886901327178,13.161393687816775,8267.0,6502.0,6,2.0,0.1,15.3,6
Pulau Pinang,secondary_upper,female,101.0,2022,99.2,1.7999999999999972,,,2023,,95.9,-1.8999999999999915,5.099999999999994,3.6999999999999886,94.25,-1.0499999999999972,,,,,,,,,,1.17,1740.9,849.9,165.2,0.09489344591877763,7.462731750483416,0,0,519900,614100,0.8466047874938935,1.1811886901327178,13.161393687816775,8267.0,6502.0,6,2.0,0.1,15.3,6
Pulau Pinang,secondary_upper,male,100.0,2022,99.2,0.7999999999999972,,,2023,,95.1,-2.700000000000003,4.900000000000006,3.5,93.3,-2.0,,,,,,,,,,1.17,1740.9,891.0,184.1,0.10574989947728186,7.462731750483416,0,0,519900,614100,0.8466047874938935,1.1811886901327178,13.161393687816775,8267.0,6502.0,6,2.0,0.1,15.3,6
Sabah,primary,female,100.8,2022,99.3,1.5,,,2023,,98.1,-0.9000000000000057,2.700000000000003,2.4000000000000057,99.55,0.8499999999999943,1075.0,292541.0,26478.0,11.048455321398897,272.13116279069766,24.630697674418606,0.0,0.0012081262748642185,-0.002599163747316058,1.44,3414.9,1635.9,447.90000000000003,0.13116050250373365,8.136196280475284,0,0,766600,814800,0.9408443789887089,1.0628750326115315,13.549721736388998,6171.0,4577.0,6,19.7,1.2,14.5,6
Sabah,primary,male,100.3,2022,99.3,1.0,,,2023,,97.3,-1.7000000000000028,3.0,2.700000000000003,98.55,-0.15000000000000568,1075.0,292541.0,26478.0,11.048455321398897,272.13116279069766,24.630697674418606,0.0,0.0012081262748642185,-0.002599163747316058,1.44,3414.9,1779.1,488.3,0.14299100998565112,8.136196280475284,0,0,766600,814800,0.9408443789887089,1.0628750326115315,13.549721736388998,6171.0,4577.0,6,19.7,1.2,14.5,6
Sabah,secondary_lower,female,99.7,2022,99.0,0.7000000000000028,,,2023,,98.7,-1.0999999999999943,1.0,1.7999999999999972,98.1,-0.6999999999999957,,,,,,,,,,1.44,3414.9,1635.9,447.90000000000003,0.13116050250373365,8.136196280475284,0,0,766600,814800,0.9408443789887089,1.0628750326115315,13.549721736388998,6171.0,4577.0,6,19.7,1.2,14.5,6
Sabah,secondary_lower,male,99.5,2022,99.0,0.5,,,2023,,97.1,-2.700000000000003,2.4000000000000057,3.200000000000003,95.5,-3.299999999999997,,,,,,,,,,1.44,3414.9,1779.1,488.3,0.14299100998565112,8.136196280475284,0,0,766600,814800,0.9408443789887089,1.0628750326115315,13.549721736388998,6171.0,4577.0,6,19.7,1.2,14.5,6
Sabah,secondary_upper,female,99.5,2022,99.2,0.29999999999999716,,,2023,,98.8,1.0,0.7000000000000028,-0.7000000000000028,97.1,1.8000000000000043,,,,,,,,,,1.44,3414.9,1635.9,447.90000000000003,0.13116050250373365,8.136196280475284,0,0,766600,814800,0.9408443789887089,1.0628750326115315,13.549721736388998,6171.0,4577.0,6,19.7,1.2,14.5,6
Sabah,secondary_upper,male,99.7,2022,99.2,0.5,,,2023,,98.5,0.7000000000000028,1.2000000000000028,-0.20000000000000284,95.7,0.4000000000000057,,,,,,,,,,1.44,3414.9,1779.1,488.3,0.14299100998565112,8.136196280475284,0,0,766600,814800,0.9408443789887089,1.0628750326115315,13.549721736388998,6171.0,4577.0,6,19.7,1.2,14.5,6
Sarawak,primary,female,101.1,2022,99.3,1.7999999999999972,,,2023,,100.7,1.7000000000000028,0.3999999999999915,0.09999999999999432,100.4,1.6999999999999957,1265.0,235319.0,24484.0,9.611133801666394,186.02292490118577,19.35494071146245,0.0,-0.016935911736077114,-0.013974467399621493,1.56,2473.5,1197.4,278.6,0.11263391954720033,7.81379363439194,0,0,636700,821500,0.775045648204504,1.2902465839484845,13.364055436602282,6457.0,4978.0,6,10.8,0.4,16.2,6
Sarawak,primary,male,100.3,2022,99.3,1.0,,,2023,,99.6,0.5999999999999943,0.7000000000000028,0.4000000000000057,99.6,0.8999999999999915,1265.0,235319.0,24484.0,9.611133801666394,186.02292490118577,19.35494071146245,0.0,-0.016935911736077114,-0.013974467399621493,1.56,2473.5,1276.1,301.7,0.1219729128764908,7.81379363439194,0,0,636700,821500,0.775045648204504,1.2902465839484845,13.364055436602282,6457.0,4978.0,6,10.8,0.4,16.2,6
Sarawak,secondary_lower,female,99.6,2022,99.0,0.5999999999999943,,,2023,,98.7,-1.0999999999999943,0.8999999999999915,1.6999999999999886,98.2,-0.5999999999999943,,,,,,,,,,1.56,2473.5,1197.4,278.6,0.11263391954720033,7.81379363439194,0,0,636700,821500,0.775045648204504,1.2902465839484845,13.364055436602282,6457.0,4978.0,6,10.8,0.4,16.2,6
Sarawak,secondary_lower,male,98.5,2022,99.0,-0.5,,,2023,,96.4,-3.3999999999999915,2.0999999999999943,2.8999999999999915,95.4,-3.3999999999999915,,,,,,,,,,1.56,2473.5,1276.1,301.7,0.1219729128764908,7.81379363439194,0,0,636700,821500,0.775045648204504,1.2902465839484845,13.364055436602282,6457.0,4978.0,6,10.8,0.4,16.2,6
Sarawak,secondary_upper,female,98.9,2022,99.2,-0.29999999999999716,,,2023,,97.9,0.10000000000000853,1.0,-0.4000000000000057,95.4,0.10000000000000853,,,,,,,,,,1.56,2473.5,1197.4,278.6,0.11263391954720033,7.81379363439194,0,0,636700,821500,0.775045648204504,1.2902465839484845,13.364055436602282,6457.0,4978.0,6,10.8,0.4,16.2,6
Sarawak,secondary_upper,male,98.8,2022,99.2,-0.4000000000000057,,,2023,,97.2,-0.5999999999999943,1.5999999999999943,0.19999999999998863,93.9,-1.3999999999999986,,,,,,,,,,1.56,2473.5,1276.1,301.7,0.1219729128764908,7.81379363439194,0,0,636700,821500,0.775045648204504,1.2902465839484845,13.364055436602282,6457.0,4978.0,6,10.8,0.4,16.2,6
Selangor,primary,female,99.1,2022,99.3,-0.20000000000000284,,,2023,,105.4,6.400000000000006,-6.300000000000011,-6.6000000000000085,101.75,3.049999999999997,661.0,548622.0,35018.0,15.666857044948312,829.9878971255673,52.97730711043873,-0.003016591251885359,0.0064870497499476265,-0.007088578881705776,1.46,7050.3,3326.0,738.4,0.10473313192346424,8.860967275970367,0,0,1952800,2227500,0.8766778900112233,1.1406698074559607,14.484775310145967,12233.0,9983.0,6,1.5,0.0,14.2,6
Selangor,primary,male,98.2,2022,99.3,-1.0999999999999943,,,2023,,103.6,4.599999999999994,-5.3999999999999915,-5.699999999999989,100.0,1.2999999999999972,661.0,548622.0,35018.0,15.666857044948312,829.9878971255673,52.97730711043873,-0.003016591251885359,0.0064870497499476265,-0.007088578881705776,1.46,7050.3,3724.3,789.0,0.11191013148376665,8.860967275970367,0,0,1952800,2227500,0.8766778900112233,1.1406698074559607,14.484775310145967,12233.0,9983.0,6,1.5,0.0,14.2,6
