state,stage,sex,year,target_year,completion_rate,completion_gap_from_malaysia,Selected Feature Set,Selected Candidate Name,Calibration Method,Calibration Intercept,Raw Predicted Next-Year Completion Rate,Predicted Next-Year Completion Rate,Evaluation Status,Forecast Demonstrator Status,Kernel,Scaler,C,epsilon,gamma
johor,primary,female,2022,2023,99.3,-0.7999999999999972,full_without_economic,rbf_standard_C1.0_eps0.1_gamma0.01,mean_residual,0.6659344803565374,99.25825810498044,99.92419258533698,Non-evaluable forecast candidate; next-year target is missing,Non-evaluable forecast candidate; next-year actual target is unavailable.,rbf,standard,1.0,0.1,0.01
