Model Name,Selected Feature Set,Selected Candidate Name,Scaler,C,epsilon,gamma,Calibration Method,Calibration Intercept,Train Row Count,Test Row Count,Test Year,MAE,RMSE,R2,Median_AE
selected_svr,full_without_economic,rbf_standard_C1.0_eps0.1_gamma0.01,standard,1.0,0.1,0.01,mean_residual,0.6659344803565374,384,96,2021,2.023946549144871,2.73260976914434,-0.3006762586745686,1.5768237097878242
