Selected Feature Set,Selected Candidate,Selected Candidate Name,Candidate Name,Selection Source,Kernel,Scaler,C,epsilon,gamma,Calibration Method,Calibration Intercept,Validation MAE,Validation RMSE,Validation R2,Validation Median_AE,Validation Std MAE,Fold Count,Numeric Feature Count,Categorical Feature Count,Selected Feature List,Selection Note
full_without_economic,rbf_standard_C1.0_eps0.1_gamma0.01,rbf_standard_C1.0_eps0.1_gamma0.01,rbf_standard_C1.0_eps0.1_gamma0.01,Chronological validation only,rbf,standard,1.0,0.1,0.01,mean_residual,0.6659344803565374,2.428832848349908,3.961997667734014,0.11996350871651011,1.3925972148705792,0.27258968190606264,3,30,3,"state, stage, sex, completion_rate, completion_gap_from_malaysia, lag1_completion_rate, lag1_completion_gap_from_malaysia, completion_rate_change_1y, gap_change_1y, rolling2_completion_mean, rolling2_gap_mean, schools_total, students_total, teachers_total, students_per_teacher, students_per_school, teachers_per_school, schools_growth_1y, students_growth_1y, teachers_growth_1y, tfr, total_state_population, same_sex_total_population, same_sex_school_age_population, same_sex_school_age_share, log_population_total, is_federal_territory, is_small_population_state, households, living_quarters, households_per_living_quarter, living_quarters_per_household, log_households",Selected using training-period validation only; held-out test target was not used.
