Fold Name,MAE,RMSE,R2
fold_1,2.2531300022183793,3.6339237174634174,-0.03432956850039866
fold_2,2.941626861990821,4.581415292728666,-0.02475352358775381
fold_3,2.874289856065322,4.582042946011071,-0.01765876712755178
