Test Row Count,Mean Actual Target,Mean Predicted Target,Mean Residual,Median Residual,Residual Standard Deviation,Minimum Residual,Maximum Residual,MAE,RMSE,Median Absolute Error,Underprediction Percentage,Overprediction Percentage,Within 1 Percentage Point,Within 2 Percentage Points,Bias Direction,Residual Sign Convention
96,99.471875,97.97955024693458,1.4923247530654258,1.3321442485061041,2.3011480115571707,-3.3935304613591626,8.695205391930514,2.023946549144871,2.73260976914434,1.5768237097878242,77.08333333333334,22.916666666666664,33.33333333333333,63.541666666666664,Underprediction bias,Residual = actual minus predicted; positive means underprediction.
