state,stage,sex,Input Year,Target Year,Current Completion Rate,Current Completion Gap,Predicted Next-Year Completion Rate,Actual Next-Year Completion Rate,Residual,Absolute Error,Residual Sign Meaning,Prediction Outcome Label,Representative Row Rule,Raw Predicted Next-Year Completion Rate,Calibration Intercept,Selected Feature Set,Selected Candidate Name,Kernel,Scaler,C,epsilon,gamma,Calibration Method
kelantan,secondary_lower,male,2021,2022,110.5,11.299999999999997,100.99386330671953,99.4,-1.593863306719527,1.593863306719527,Negative residual means actual was lower than predicted.,Overpredicted,Absolute Error closest to held-out median Absolute Error,100.32792882636299,0.6659344803565374,full_without_economic,rbf_standard_C1.0_eps0.1_gamma0.01,rbf,standard,1.0,0.1,0.01,mean_residual
