state,year,households,living_quarters,households_per_living_quarter,living_quarters_per_household,log_households
sarawak,2021,627400,800100,0.7841519810023747,1.275262990117947,13.349341168616947
sarawak,2022,636700,821500,0.775045648204504,1.2902465839484845,13.364055436602282
sarawak,2023,646400,843400,0.7664216267488736,1.3047648514851484,13.379175333217528
sarawak,2024,656300,865800,0.758027258027258,1.3192137741886332,13.394374804154086
selangor,1970,283488,278291,1.0186746966305056,0.9816676543627949,12.55492860069171
selangor,1980,267384,285294,0.937222654524806,1.0669823175657482,12.49644484633983
selangor,1991,466142,540929,0.8617434080997691,1.1604382355591214,13.052247732986539
selangor,2000,861444,931029,0.9252601154206797,1.080777160210066,13.666366490776316
selangor,2010,1380490,1595200,0.8654024573721163,1.155531731486646,14.137949790954057
selangor,2011,1430900,1644400,0.8701654098759426,1.149206792927528,14.17381487375544
selangor,2012,1479400,1685500,0.8777217442895283,1.139313235095309,14.207147834085385
selangor,2013,1527700,1726800,0.8847000231642345,1.1303266348104994,14.239274548932379
selangor,2014,1575200,1768100,0.8908998359821277,1.1224606399187405,14.269893441146872
selangor,2015,1622000,1809300,0.8964793013872768,1.1154747225647348,14.299171130180117
selangor,2016,1668500,1850300,0.9017456628654813,1.108960143841774,14.32743617651411
selangor,2017,1714600,1891000,0.9067160232681121,1.1028811384579493,14.35469095845303
selangor,2018,1760000,1931200,0.9113504556752279,1.0972727272727272,14.38082493519599
selangor,2019,1804200,1971000,0.9153729071537291,1.0924509477884936,14.405628392466799
selangor,2020,1836410,2101896,0.8736921331978367,1.1445679341759194,14.42332368131966
selangor,2021,1894200,2164200,0.8752425838647075,1.1425403864428254,14.454307671701356
selangor,2022,1952800,2227500,0.8766778900112233,1.1406698074559607,14.484775310145967
selangor,2023,2012500,2291900,0.8780924124089183,1.1388322981366459,14.514888785169141
selangor,2024,2073199,2357400,0.8794430304572834,1.13708331906392,14.544603865297688
terengganu,1970,85433,91938,0.9292457960799669,1.0761415378132573,11.35549942700905
terengganu,1980,107305,118374,0.9064912903171305,1.1031545594333907,11.58343984504239
terengganu,1991,144683,165173,0.8759482482003718,1.1416199553506632,11.882307332905311
terengganu,2000,174073,200578,0.8678568935775608,1.152263705456906,12.067235775143953
terengganu,2010,218530,243800,0.896349466776046,1.1156362970759164,12.294683159884478
terengganu,2011,223100,250400,0.8909744408945687,1.1223666517256836,12.315379862705514
terengganu,2012,227700,254400,0.8950471698113207,1.1172595520421607,12.33578864378571
terengganu,2013,232400,258600,0.8986852281515855,1.112736660929432,12.356219606876625
terengganu,2014,237300,262800,0.9029680365296804,1.1074589127686474,12.377084656489986
terengganu,2015,242400,267200,0.907185628742515,1.1023102310231023,12.398348658581329
terengganu,2016,247700,271600,0.9120029455081001,1.0964876867178037,12.419977652611005
terengganu,2017,253200,276100,0.9170590365809489,1.0904423380726698,12.441938918691436
terengganu,2018,258800,280700,0.9219807623797649,1.0846213292117466,12.463814705589053
terengganu,2019,264500,285400,0.9267694463910301,1.079017013232514,12.48560031099168
terengganu,2020,282373,314449,0.8979929972745978,1.1135944300623644,12.550987712374038
terengganu,2021,290400,323000,0.8990712074303405,1.112258953168044,12.57901800545302
terengganu,2022,298600,331700,0.9002110340669279,1.1108506363027462,12.606863513043441
terengganu,2023,306900,340600,0.9010569583088667,1.1098077549690453,12.634280498992874
terengganu,2024,315500,349700,0.9022018873319989,1.1083993660855784,12.66191713053049
w.p. kuala lumpur,1980,188969,169776,1.113048958627839,0.8984330763246882,12.149343551284085
w.p. kuala lumpur,1991,244267,264585,0.9232080427839825,1.0831794716437342,12.406021262174335
w.p. kuala lumpur,2000,308006,354731,0.8682804716813586,1.1517015902287617,12.637877788970178
w.p. kuala lumpur,2010,444800,477700,0.9311283232154072,1.0739658273381294,13.00538227011742
w.p. kuala lumpur,2011,457900,485400,0.9433456942727647,1.0600567809565407,13.034408282525746
w.p. kuala lumpur,2012,470500,493000,0.9543610547667343,1.0478214665249734,13.061553363403824
w.p. kuala lumpur,2013,483000,500400,0.9652278177458034,1.036024844720497,13.087774003025942
