state,stage,sex,year,completion_rate,malaysia_completion_rate,completion_gap_from_malaysia,target_year,next_year_completion_rate,next_year_completion_gap_from_malaysia,target_delta,lag1_completion_rate,lag1_completion_gap_from_malaysia,completion_rate_change_1y,gap_change_1y,rolling2_completion_mean,rolling2_gap_mean,schools_total,students_total,teachers_total,students_per_teacher,students_per_school,teachers_per_school,schools_growth_1y,students_growth_1y,teachers_growth_1y,tfr,same_sex_total_population,same_sex_school_age_population,total_state_population,same_sex_school_age_share,log_population_total,is_federal_territory,is_small_population_state,households,living_quarters,households_per_living_quarter,living_quarters_per_household,log_households,income_mean,income_median,income_year_used,income_data_age,poverty_absolute,poverty_hardcore,poverty_relative,poverty_year_used,poverty_data_age
negeri sembilan,secondary_upper,female,2022,99.8,99.3,0.5,2023,,,,98.6,0.6999999999999886,1.2000000000000028,-0.19999999999998863,99.19999999999999,0.5999999999999943,126.0,41088.0,5928.0,6.931174089068826,326.0952380952381,47.04761904761905,0.008,0.008888670628099985,0.035277680754453374,1.72,582.7,147.7,1207.9,0.253475201647503,7.097466134207946,0,0,334000,410900,0.8128498418106596,1.2302395209580839,12.718899265966332,6788,5226.0,2022,0,4.4,0.1,13.3,2022,0
negeri sembilan,secondary_upper,male,2022,100.9,99.1,1.8000000000000114,2023,,,,98.6,1.0,2.3000000000000114,0.8000000000000114,99.75,1.4000000000000057,126.0,42483.0,2059.0,20.63283147158815,337.1666666666667,16.341269841269842,0.008,0.013914081145584725,0.0,1.72,625.1,166.6,1207.9,0.2665173572228443,7.097466134207946,0,0,334000,410900,0.8128498418106596,1.2302395209580839,12.718899265966332,6788,5226.0,2022,0,4.4,0.1,13.3,2022,0
pahang,primary,female,2022,98.1,100.1,-2.0,2023,,,,97.9,-2.5999999999999943,0.19999999999998863,0.5999999999999943,98.0,-2.299999999999997,543.0,74146.0,10047.0,7.379914402309147,136.548802946593,18.502762430939228,0.0,0.00808962488613343,0.013824419778002018,2.1,761.2,214.89999999999998,1614.3,0.2823173935890698,7.387275976919712,0,0,421700,481500,0.8758047767393562,1.141806971780887,12.952051811085882,5777,4753.0,2022,0,6.3,0.1,7.7,2022,0
pahang,primary,male,2022,95.1,98.7,-3.6000000000000085,2023,,,,96.8,-0.7000000000000028,-1.7000000000000028,-2.9000000000000057,95.94999999999999,-2.1500000000000057,543.0,77478.0,4432.0,17.48149819494585,142.68508287292818,8.16206261510129,0.0,0.004642116182572614,0.0004514672686230248,2.1,853.0,232.9,1614.3,0.2730363423212192,7.387275976919712,0,0,421700,481500,0.8758047767393562,1.141806971780887,12.952051811085882,5777,4753.0,2022,0,6.3,0.1,7.7,2022,0
pahang,secondary_lower,female,2022,98.8,98.9,-0.10000000000000853,2023,,,,100.0,-0.4000000000000057,-1.2000000000000028,0.29999999999999716,99.4,-0.2500000000000071,198.0,49982.0,8035.0,6.220535158680772,252.43434343434345,40.58080808080808,0.0,0.021667143616368914,0.049092570831701265,2.1,761.2,214.89999999999998,1614.3,0.2823173935890698,7.387275976919712,0,0,421700,481500,0.8758047767393562,1.141806971780887,12.952051811085882,5777,4753.0,2022,0,6.3,0.1,7.7,2022,0
pahang,secondary_lower,male,2022,98.6,99.2,-0.6000000000000085,2023,,,,98.2,-1.0,0.3999999999999915,0.3999999999999915,98.4,-0.8000000000000043,198.0,51841.0,3527.0,14.698327190246669,261.82323232323233,17.81313131313131,0.0,0.027836707179253326,0.002273373117362887,2.1,853.0,232.9,1614.3,0.2730363423212192,7.387275976919712,0,0,421700,481500,0.8758047767393562,1.141806971780887,12.952051811085882,5777,4753.0,2022,0,6.3,0.1,7.7,2022,0
pahang,secondary_upper,female,2022,99.5,99.3,0.20000000000000284,2023,,,,99.1,1.1999999999999886,0.4000000000000057,-0.9999999999999858,99.3,0.6999999999999957,198.0,49982.0,8035.0,6.220535158680772,252.43434343434345,40.58080808080808,0.0,0.021667143616368914,0.049092570831701265,2.1,761.2,214.89999999999998,1614.3,0.2823173935890698,7.387275976919712,0,0,421700,481500,0.8758047767393562,1.141806971780887,12.952051811085882,5777,4753.0,2022,0,6.3,0.1,7.7,2022,0
pahang,secondary_upper,male,2022,100.6,99.1,1.5,2023,,,,100.2,2.6000000000000085,0.3999999999999915,-1.1000000000000085,100.4,2.0500000000000043,198.0,51841.0,3527.0,14.698327190246669,261.82323232323233,17.81313131313131,0.0,0.027836707179253326,0.002273373117362887,2.1,853.0,232.9,1614.3,0.2730363423212192,7.387275976919712,0,0,421700,481500,0.8758047767393562,1.141806971780887,12.952051811085882,5777,4753.0,2022,0,6.3,0.1,7.7,2022,0
perak,primary,female,2022,100.9,100.1,0.8000000000000114,2023,,,,99.7,-0.7999999999999972,1.2000000000000028,1.6000000000000085,100.30000000000001,7.105427357601002e-15,852.0,97401.0,14964.0,6.509021651964716,114.32042253521126,17.56338028169014,0.0,-0.002682694572151173,0.013340556646576827,1.72,1209.9,298.1,2514.4,0.24638399867757665,7.830187115613056,0,0,695300,840200,0.8275410616519876,1.2083992521213864,13.452100124314178,5779,4494.0,2022,0,7.5,0.2,13.5,2022,0
perak,primary,male,2022,99.1,98.7,0.3999999999999915,2023,,,,98.0,0.5,1.0999999999999943,-0.10000000000000853,98.55,0.44999999999999574,852.0,103142.0,5866.0,17.583020797817934,121.05868544600939,6.884976525821596,0.0,-0.002215321511836008,0.021239554317548745,1.72,1304.6,325.2,2514.4,0.24927180745055957,7.830187115613056,0,0,695300,840200,0.8275410616519876,1.2083992521213864,13.452100124314178,5779,4494.0,2022,0,7.5,0.2,13.5,2022,0
