state,stage,sex,year,schools_total,students_total,teachers_total,students_per_teacher,students_per_school,teachers_per_school,schools_growth_1y,students_growth_1y,teachers_growth_1y
johor,secondary_lower,male,2022,284,121237,5746,21.09937347720153,426.89084507042253,20.232394366197184,0.0,0.004024811388725559,0.007716590669940372
johor,secondary_upper,female,2017,277,132845,15239,8.717435527265568,479.58483754512633,55.014440433213,,,
johor,secondary_upper,female,2018,280,120155,15418,7.79316383447918,429.125,55.06428571428572,0.010830324909747292,-0.09552485979901389,0.011746177570706739
johor,secondary_upper,female,2019,282,117891,15478,7.61668174182711,418.0531914893617,54.88652482269504,0.007142857142857143,-0.018842328658815695,0.0038915553249448697
johor,secondary_upper,female,2020,283,117688,15353,7.665472546082199,415.85865724381625,54.25088339222615,0.0035460992907801418,-0.0017219295790179064,-0.008075978808631605
johor,secondary_upper,female,2021,284,118063,15119,7.808915933593491,415.71478873239437,53.235915492957744,0.0035335689045936395,0.003186391135884712,-0.015241320914479255
johor,secondary_upper,female,2022,284,117254,15530,7.550160978750805,412.86619718309856,54.683098591549296,0.0,-0.006852273786029493,0.027184337588464846
johor,secondary_upper,male,2017,277,129224,6185,20.893128536782537,466.51263537906135,22.32851985559567,,,
johor,secondary_upper,male,2018,280,120079,6167,19.471217772012324,428.85357142857146,22.025,0.010830324909747292,-0.07076858787841268,-0.002910266774454325
johor,secondary_upper,male,2019,282,118598,6051,19.599735580895718,420.56028368794324,21.45744680851064,0.007142857142857143,-0.012333547081504677,-0.018809794065185667
johor,secondary_upper,male,2020,283,119114,5869,20.295450673027773,420.8975265017668,20.738515901060072,0.0035460992907801418,0.004350832223140357,-0.030077673111882332
johor,secondary_upper,male,2021,284,120751,5702,21.176955454226587,425.17957746478874,20.077464788732396,0.0035335689045936395,0.013743136826905318,-0.028454591923666724
johor,secondary_upper,male,2022,284,121237,5746,21.09937347720153,426.89084507042253,20.232394366197184,0.0,0.004024811388725559,0.007716590669940372
kedah,primary,female,2017,546,93003,11761,7.9077459399710905,170.33516483516485,21.54029304029304,,,
kedah,primary,female,2018,547,93089,12176,7.645285808147174,170.18098720292505,22.259597806215723,0.0018315018315018315,0.0009247013537197724,0.035286115126264776
kedah,primary,female,2019,547,93091,12177,7.644822205797816,170.18464351005485,22.26142595978062,0.0,2.1484815606570057e-05,8.21287779237845e-05
kedah,primary,female,2020,548,92895,12084,7.687437934458789,169.51642335766422,22.05109489051095,0.0018281535648994515,-0.002105466693880182,-0.007637349100763735
kedah,primary,female,2021,548,92702,12022,7.711029778738978,169.16423357664235,21.937956204379564,0.0,-0.002077614511007051,-0.005130751406818934
kedah,primary,female,2022,548,92340,12350,7.476923076923077,168.5036496350365,22.536496350364963,0.0,-0.0039049858686975468,0.0272833139244718
kedah,primary,male,2017,546,97025,5187,18.705417389627915,177.7014652014652,9.5,,,
kedah,primary,male,2018,547,96708,5026,19.241543971348985,176.79707495429616,9.188299817184644,0.0018315018315018315,-0.0032671991754702396,-0.0310391363022942
kedah,primary,male,2019,547,96878,4984,19.437800963081862,177.10786106032907,9.111517367458866,0.0,0.0017578690490962486,-0.008356545961002786
