Feature Set,Mean_MAE,Mean_RMSE,Mean_R2
full_without_economic,2.428832848349908,3.961997667734014,0.11996350871651011
autoregressive_categorical_education,2.43253710461026,4.0145515082837475,0.09769302719870836
autoregressive_plus_categorical,2.452054718318649,4.091800623449948,0.06284483163863404
full_feature_set,2.497148468182056,3.9810713632013957,0.11096579499933867
autoregressive_only,2.5088959065714,4.134588020686448,0.04224321841662604
