Model Name,Model Type,Row Count,MAE,RMSE,R2,Median_AE,Mean Residual,Max Absolute Error,P90 Absolute Error,Underprediction Percentage,Overprediction Percentage,Within 1pp Percentage,Within 2pp Percentage,Within 5pp Percentage
selected_svr,Final SVR,96,2.023946549144871,2.73260976914434,-0.3006762586745686,1.5768237097878242,1.4923247530654258,8.695205391930514,4.0428463358964635,77.08333333333334,22.916666666666664,33.33333333333333,63.541666666666664,91.66666666666666
