state,stage,sex,year,completion_rate,malaysia_completion_rate,completion_gap_from_malaysia,target_year,next_year_completion_rate,next_year_completion_gap_from_malaysia,target_delta
perak,secondary_lower,female,2021,100.2,100.4,-0.20000000000000284,2022,99.4,0.5,-0.7999999999999972
perak,secondary_lower,male,2016,92.8087,94.1613,-1.3525999999999954,2017,95.3946,-1.4184000000000054,2.585899999999995
perak,secondary_lower,male,2017,95.3946,96.813,-1.4184000000000054,2018,94.8274,-0.7980000000000018,-0.5671999999999997
perak,secondary_lower,male,2018,94.8274,95.6254,-0.7980000000000018,2019,96.2,0.7999999999999972,1.3726000000000056
perak,secondary_lower,male,2019,96.2,95.4,0.7999999999999972,2020,95.5,-0.9000000000000057,-0.7000000000000028
perak,secondary_lower,male,2020,95.5,96.4,-0.9000000000000057,2021,98.6,-0.6000000000000085,3.0999999999999943
perak,secondary_lower,male,2021,98.6,99.2,-0.6000000000000085,2022,99.0,-0.20000000000000284,0.4000000000000057
perak,secondary_upper,female,2016,99.1742,99.4922,-0.31799999999999784,2017,95.7164,-1.7756000000000114,-3.457800000000006
perak,secondary_upper,female,2017,95.7164,97.492,-1.7756000000000114,2018,98.4112,1.8979999999999961,2.6948000000000008
perak,secondary_upper,female,2018,98.4112,96.5132,1.8979999999999961,2019,99.5,0.5999999999999943,1.0888000000000062
perak,secondary_upper,female,2019,99.5,98.9,0.5999999999999943,2020,93.2,-0.3999999999999915,-6.299999999999997
perak,secondary_upper,female,2020,93.2,93.6,-0.3999999999999915,2021,99.2,1.2999999999999972,6.0
