state,stage,sex,year,completion_rate,malaysia_completion_rate,completion_gap_from_malaysia,target_year,next_year_completion_rate,next_year_completion_gap_from_malaysia,target_delta,lag1_completion_rate,lag1_completion_gap_from_malaysia,completion_rate_change_1y,gap_change_1y,rolling2_completion_mean,rolling2_gap_mean
johor,secondary_lower,male,2018,99.9562,95.6254,4.330799999999996,2019,93.5,-1.9000000000000057,-6.4561999999999955,98.5141,1.7010999999999967,1.4420999999999964,2.6296999999999997,99.23515,3.0159499999999966
johor,secondary_lower,male,2019,93.5,95.4,-1.9000000000000057,2020,95.6,-0.8000000000000114,2.0999999999999943,99.9562,4.330799999999996,-6.4561999999999955,-6.230800000000002,96.7281,1.2153999999999954
johor,secondary_lower,male,2020,95.6,96.4,-0.8000000000000114,2021,97.4,-1.7999999999999972,1.8000000000000114,93.5,-1.9000000000000057,2.0999999999999943,1.0999999999999943,94.55,-1.3500000000000085
johor,secondary_lower,male,2021,97.4,99.2,-1.7999999999999972,2022,102.5,3.299999999999997,5.099999999999994,95.6,-0.8000000000000114,1.8000000000000114,-0.9999999999999858,96.5,-1.3000000000000043
johor,secondary_lower,male,2022,102.5,99.2,3.299999999999997,2023,,,,97.4,-1.7999999999999972,5.099999999999994,5.099999999999994,99.95,0.75
johor,secondary_upper,female,2016,99.9629,99.4922,0.4707000000000079,2017,100.545,3.0529999999999973,0.582099999999997,,,,,99.9629,0.4707000000000079
johor,secondary_upper,female,2017,100.545,97.492,3.0529999999999973,2018,94.899,-1.6141999999999967,-5.646000000000001,99.9629,0.4707000000000079,0.582099999999997,2.5822999999999894,100.25395,1.7618500000000026
johor,secondary_upper,female,2018,94.899,96.5132,-1.6141999999999967,2019,98.6,-0.30000000000001137,3.7009999999999934,100.545,3.0529999999999973,-5.646000000000001,-4.667199999999994,97.72200000000001,0.7194000000000003
johor,secondary_upper,female,2019,98.6,98.9,-0.30000000000001137,2020,90.1,-3.5,-8.5,94.899,-1.6141999999999967,3.7009999999999934,1.3141999999999854,96.7495,-0.9571000000000041
johor,secondary_upper,female,2020,90.1,93.6,-3.5,2021,97.2,-0.7000000000000028,7.1000000000000085,98.6,-0.30000000000001137,-8.5,-3.1999999999999886,94.35,-1.9000000000000057
johor,secondary_upper,female,2021,97.2,97.9,-0.7000000000000028,2022,98.5,-0.7999999999999972,1.2999999999999972,90.1,-3.5,7.1000000000000085,2.799999999999997,93.65,-2.1000000000000014
johor,secondary_upper,female,2022,98.5,99.3,-0.7999999999999972,2023,,,,97.2,-0.7000000000000028,1.2999999999999972,-0.09999999999999432,97.85,-0.75
johor,secondary_upper,male,2016,99.0459,98.9922,0.0537000000000063,2017,97.966,2.753399999999999,-1.0799000000000092,,,,,99.0459,0.0537000000000063
johor,secondary_upper,male,2017,97.966,95.2126,2.753399999999999,2018,92.5617,-2.156099999999995,-5.404299999999992,99.0459,0.0537000000000063,-1.0799000000000092,2.699699999999993,98.50595,1.4035500000000027
johor,secondary_upper,male,2018,92.5617,94.7178,-2.156099999999995,2019,97.4,1.3000000000000114,4.838300000000004,97.966,2.753399999999999,-5.404299999999992,-4.909499999999994,95.26384999999999,0.2986500000000021
