state,stage,sex,year,completion_rate,malaysia_completion_rate,completion_gap_from_malaysia,target_year,next_year_completion_rate,next_year_completion_gap_from_malaysia,target_delta,lag1_completion_rate,lag1_completion_gap_from_malaysia,completion_rate_change_1y,gap_change_1y,rolling2_completion_mean,rolling2_gap_mean
kedah,secondary_lower,female,2019,98.1,98.0,0.09999999999999432,2020,98.6,-0.7000000000000028,0.5,97.7081,0.027000000000001023,0.3918999999999926,0.07299999999999329,97.90405,0.06349999999999767
kedah,secondary_lower,female,2020,98.6,99.3,-0.7000000000000028,2021,100.9,0.5,2.3000000000000114,98.1,0.09999999999999432,0.5,-0.7999999999999972,98.35,-0.30000000000000426
kedah,secondary_lower,female,2021,100.9,100.4,0.5,2022,99.2,0.29999999999999716,-1.7000000000000028,98.6,-0.7000000000000028,2.3000000000000114,1.2000000000000028,99.75,-0.10000000000000142
kedah,secondary_lower,female,2022,99.2,98.9,0.29999999999999716,2023,,,,100.9,0.5,-1.7000000000000028,-0.20000000000000284,100.05000000000001,0.3999999999999986
kedah,secondary_lower,male,2016,94.3062,94.1613,0.1449000000000069,2017,96.9697,0.15670000000000073,2.663499999999999,,,,,94.3062,0.1449000000000069
kedah,secondary_lower,male,2017,96.9697,96.813,0.15670000000000073,2018,95.0751,-0.5502999999999929,-1.894599999999997,94.3062,0.1449000000000069,2.663499999999999,0.011799999999993815,95.63795,0.15080000000000382
kedah,secondary_lower,male,2018,95.0751,95.6254,-0.5502999999999929,2019,94.1,-1.3000000000000114,-0.9751000000000118,96.9697,0.15670000000000073,-1.894599999999997,-0.7069999999999936,96.0224,-0.1967999999999961
kedah,secondary_lower,male,2019,94.1,95.4,-1.3000000000000114,2020,95.0,-1.4000000000000057,0.9000000000000057,95.0751,-0.5502999999999929,-0.9751000000000118,-0.7497000000000185,94.58755,-0.9251500000000021
kedah,secondary_lower,male,2020,95.0,96.4,-1.4000000000000057,2021,99.7,0.5,4.700000000000003,94.1,-1.3000000000000114,0.9000000000000057,-0.09999999999999432,94.55,-1.3500000000000085
kedah,secondary_lower,male,2021,99.7,99.2,0.5,2022,99.6,0.3999999999999915,-0.10000000000000853,95.0,-1.4000000000000057,4.700000000000003,1.9000000000000057,97.35,-0.45000000000000284
